,gender,age,income,career,dec,attr,sinc,intel,fun,amb,like
6080,0,25.0,50501.0,producer at a non-profit regional theatre,1,8.0,9.0,9.0,8.0,8.0,8.0
6081,0,25.0,50501.0,producer at a non-profit regional theatre,1,7.0,8.0,9.0,9.0,8.0,8.0
6082,0,25.0,50501.0,producer at a non-profit regional theatre,1,6.0,9.0,8.0,6.0,5.0,6.0
6083,0,25.0,50501.0,producer at a non-profit regional theatre,1,7.0,8.0,8.0,6.0,7.0,7.0
6084,0,25.0,50501.0,producer at a non-profit regional theatre,1,5.0,9.0,9.0,6.0,9.0,7.0
6085,0,25.0,50501.0,producer at a non-profit regional theatre,0,3.0,8.0,5.0,1.0,8.0,1.0
6086,1,24.0,,Lawyer,1,8.0,8.0,8.0,9.0,9.0,9.0
6087,1,24.0,,Lawyer,0,6.0,8.0,8.0,7.0,7.0,6.0
6088,1,24.0,,Lawyer,0,7.0,6.0,6.0,6.0,6.0,5.0
6089,1,24.0,,Lawyer,1,7.0,8.0,8.0,8.0,7.0,8.0
6090,1,24.0,,Lawyer,1,8.0,8.0,7.0,7.0,7.0,8.0
6091,1,24.0,,Lawyer,1,7.0,8.0,8.0,9.0,8.0,8.0
6092,1,24.0,,Lawyer,1,9.0,9.0,8.0,9.0,9.0,9.0
6093,1,24.0,,Lawyer,1,6.0,8.0,8.0,9.0,8.0,8.0
6094,1,24.0,,Lawyer,1,10.0,9.0,9.0,9.0,8.0,9.0
6095,1,24.0,,Lawyer,1,9.0,9.0,9.0,8.0,9.0,8.0
6096,1,24.0,,Lawyer,1,9.0,7.0,7.0,9.0,7.0,8.0
6097,1,24.0,,Lawyer,0,3.0,9.0,10.0,3.0,8.0,3.0
6098,1,24.0,,Lawyer,1,9.0,9.0,8.0,9.0,8.0,9.0
6099,1,24.0,,Lawyer,1,7.0,8.0,8.0,8.0,7.0,7.0
6100,1,24.0,,Lawyer,1,6.0,9.0,8.0,8.0,8.0,7.0
6101,1,24.0,,Lawyer,1,7.0,9.0,8.0,8.0,8.0,8.0
6102,1,24.0,,Lawyer,0,8.0,8.0,7.0,8.0,7.0,7.0
6103,1,24.0,,Lawyer,0,6.0,8.0,8.0,8.0,7.0,7.0
6115,1,29.0,,Consultin \ Management,0,3.0,7.0,5.0,1.0,3.0,3.0
6128,1,29.0,48785.0,Consulting,0,8.0,9.0,8.0,10.0,7.0,9.0
6133,1,29.0,48785.0,Consulting,0,4.0,7.0,7.0,4.0,7.0,4.0
6138,1,29.0,48785.0,Consulting,0,4.0,5.0,8.0,6.0,8.0,4.0
6140,1,26.0,,Entrepreneur,1,4.0,5.0,7.0,7.0,6.0,6.0
6141,1,26.0,,Entrepreneur,0,5.0,4.0,8.0,6.0,7.0,5.0
6143,1,26.0,,Entrepreneur,0,5.0,6.0,9.0,5.0,6.0,6.0
6145,1,26.0,,Entrepreneur,1,7.0,7.0,7.0,9.0,8.0,7.0
6146,1,26.0,,Entrepreneur,0,4.0,8.0,6.0,5.0,5.0,4.0
6147,1,26.0,,Entrepreneur,0,4.0,8.0,9.0,6.0,5.0,6.0
6148,1,26.0,,Entrepreneur,1,6.5,7.0,7.0,6.5,6.0,7.0
6150,1,26.0,,Entrepreneur,1,7.0,6.0,8.0,7.5,7.5,7.0
6151,1,26.0,,Entrepreneur,0,1.0,7.0,9.0,1.0,7.0,3.0
6153,1,26.0,,Entrepreneur,0,4.0,7.0,7.0,6.0,6.0,6.0
6155,1,26.0,,Entrepreneur,0,4.0,7.0,7.0,6.0,6.0,5.0
6156,1,26.0,,Entrepreneur,1,5.0,7.0,8.0,7.0,7.0,6.5
6159,1,31.0,,Consulting,0,2.0,6.0,7.0,6.0,5.0,6.0
6168,1,31.0,,Consulting,1,7.0,5.0,7.0,7.0,7.0,6.0
6175,1,31.0,,Consulting,0,1.0,6.0,8.0,4.0,4.0,3.0
6176,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,1,6.0,8.0,6.0,7.0,7.0,7.0
6177,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,0,6.0,7.0,7.0,6.0,7.0,4.0
6178,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,1,6.0,7.0,6.0,7.0,7.0,6.0
6179,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,1,6.0,7.0,5.0,4.0,6.0,6.0
6180,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,1,7.0,9.0,5.0,7.0,5.0,8.0
6181,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,1,7.0,7.0,6.0,6.0,6.0,7.0
6182,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,0,6.0,8.0,5.0,6.0,5.0,3.0
6183,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,0,6.0,7.0,7.0,4.0,6.0,3.0
6184,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,1,9.0,7.0,8.0,6.0,7.0,8.0
6185,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,1,7.0,7.0,5.0,7.0,5.0,6.0
6186,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,1,8.0,7.0,6.0,8.0,6.0,7.0
6187,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,0,5.0,6.0,5.0,2.0,8.0,2.0
6188,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,1,8.0,7.0,5.0,6.0,4.0,7.0
6189,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,0,6.0,8.0,6.0,5.0,6.0,5.0
6190,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,0,6.0,8.0,6.0,6.0,6.0,4.0
6191,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,1,6.0,7.0,6.0,7.0,6.0,6.0
6192,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,0,6.0,7.0,5.0,6.0,5.0,4.0
6193,1,29.0,,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,1,6.0,7.0,6.0,6.0,6.0,5.0
6197,1,22.0,,Work in an investment bank,0,4.0,4.0,5.0,2.0,2.0,4.0
6199,1,22.0,,Work in an investment bank,1,7.0,6.0,6.0,7.0,5.0,7.0
6204,1,22.0,,Work in an investment bank,1,8.0,7.0,5.0,7.0,5.0,7.0
6207,1,22.0,,Work in an investment bank,0,5.0,7.0,7.0,4.0,4.0,5.0
6211,1,22.0,,Work in an investment bank,1,5.0,6.0,6.0,7.0,5.0,6.0
6213,1,23.0,,Investment Banking,0,5.0,5.0,6.0,5.0,6.0,6.0
6215,1,23.0,,Investment Banking,1,7.0,7.0,7.0,5.0,5.0,8.0
6222,1,23.0,,Investment Banking,1,8.0,6.0,8.0,8.0,8.0,9.0
6223,1,23.0,,Investment Banking,1,2.0,9.0,7.0,6.0,6.0,6.0
6230,1,30.0,55080.0,Diplomat / Int'l civil servant,0,6.0,10.0,10.0,7.0,10.0,3.0
6231,1,30.0,55080.0,Diplomat / Int'l civil servant,0,5.0,10.0,10.0,10.0,10.0,7.0
6232,1,30.0,55080.0,Diplomat / Int'l civil servant,0,7.0,10.0,10.0,10.0,9.0,8.0
6235,1,30.0,55080.0,Diplomat / Int'l civil servant,0,6.0,10.0,10.0,10.0,10.0,8.0
6236,1,30.0,55080.0,Diplomat / Int'l civil servant,0,8.0,9.0,9.0,9.0,9.0,8.0
6237,1,30.0,55080.0,Diplomat / Int'l civil servant,0,5.0,9.0,9.0,9.0,9.0,7.0
6238,1,30.0,55080.0,Diplomat / Int'l civil servant,1,9.0,9.0,9.0,9.0,9.0,7.0
6239,1,30.0,55080.0,Diplomat / Int'l civil servant,0,8.0,9.0,9.0,9.0,9.0,3.0
6240,1,30.0,55080.0,Diplomat / Int'l civil servant,1,8.0,9.0,10.0,10.0,10.0,8.0
6241,1,30.0,55080.0,Diplomat / Int'l civil servant,0,3.0,8.0,10.0,5.0,9.0,5.0
6242,1,30.0,55080.0,Diplomat / Int'l civil servant,1,7.0,7.0,10.0,10.0,7.0,9.0
6243,1,30.0,55080.0,Diplomat / Int'l civil servant,1,7.0,10.0,10.0,10.0,10.0,8.0
6244,1,30.0,55080.0,Diplomat / Int'l civil servant,0,5.0,10.0,10.0,10.0,10.0,8.0
6245,1,30.0,55080.0,Diplomat / Int'l civil servant,0,6.0,10.0,10.0,10.0,9.0,8.0
6248,1,27.0,,Finance,1,5.0,6.0,6.0,6.0,8.0,6.0
6249,1,27.0,,Finance,1,7.0,7.0,7.0,7.0,5.0,6.0
6250,1,27.0,,Finance,0,7.0,6.0,6.0,6.0,5.0,6.0
6251,1,27.0,,Finance,1,7.0,8.0,7.0,8.0,6.0,8.0
6252,1,27.0,,Finance,1,6.0,7.0,8.0,8.0,8.0,8.0
6253,1,27.0,,Finance,1,7.0,7.0,8.0,8.0,6.0,8.0
6254,1,27.0,,Finance,1,8.0,8.0,6.0,8.0,8.0,8.0
6255,1,27.0,,Finance,1,7.0,9.0,6.0,10.0,7.0,8.0
6256,1,27.0,,Finance,1,8.0,8.0,8.0,8.0,8.0,9.0
6257,1,27.0,,Finance,1,7.0,7.0,7.0,8.0,7.0,7.0
6258,1,27.0,,Finance,1,6.0,6.0,7.0,9.0,7.0,7.0
6259,1,27.0,,Finance,0,2.0,4.0,4.0,5.0,4.0,2.0
6260,1,27.0,,Finance,1,8.0,8.0,8.0,8.0,8.0,8.0
6261,1,27.0,,Finance,1,7.0,8.0,7.0,8.0,7.0,8.0
6262,1,27.0,,Finance,1,5.0,7.0,6.0,6.0,4.0,6.0
6263,1,27.0,,Finance,0,4.0,2.0,3.0,3.0,1.0,3.0
6264,1,27.0,,Finance,1,8.0,8.0,8.0,8.0,8.0,8.0
6265,1,27.0,,Finance,0,5.0,6.0,5.0,5.0,5.0,5.0
6266,1,24.0,,Screenwriter,0,7.0,6.0,7.0,6.0,9.0,7.0
6267,1,24.0,,Screenwriter,0,6.0,7.0,7.0,6.0,7.0,7.0
6268,1,24.0,,Screenwriter,0,10.0,10.0,10.0,10.0,10.0,10.0
6269,1,24.0,,Screenwriter,0,10.0,10.0,10.0,10.0,10.0,10.0
6270,1,24.0,,Screenwriter,0,6.0,8.0,8.0,7.0,6.0,6.0
6271,1,24.0,,Screenwriter,1,7.0,7.0,8.0,9.0,6.0,6.0
6272,1,24.0,,Screenwriter,0,7.0,7.0,6.0,8.0,7.0,6.0
6273,1,24.0,,Screenwriter,0,7.0,9.0,9.0,7.0,9.0,7.0
6274,1,24.0,,Screenwriter,1,8.0,8.0,8.0,8.0,7.0,7.0
6275,1,24.0,,Screenwriter,1,8.0,7.0,6.0,8.0,7.0,6.0
6276,1,24.0,,Screenwriter,0,6.0,7.0,8.0,8.0,6.0,5.0
6277,1,24.0,,Screenwriter,0,6.0,8.0,10.0,7.0,9.0,6.0
6278,1,24.0,,Screenwriter,0,6.0,7.0,6.0,6.0,7.0,6.0
6279,1,24.0,,Screenwriter,1,7.0,6.0,7.0,6.0,8.0,7.0
6280,1,24.0,,Screenwriter,0,6.0,8.0,8.0,7.0,7.0,7.0
6281,1,24.0,,Screenwriter,0,6.0,8.0,8.0,7.0,7.0,7.0
6282,1,24.0,,Screenwriter,0,6.0,7.0,8.0,7.0,7.0,6.0
6283,1,24.0,,Screenwriter,0,6.0,6.0,7.0,3.0,7.0,6.0
6284,1,24.0,,Diplomat/Business,1,7.0,6.0,8.0,7.0,7.0,7.0
6285,1,24.0,,Diplomat/Business,0,8.0,9.0,9.0,9.0,8.0,7.0
6286,1,24.0,,Diplomat/Business,1,7.0,8.0,8.0,8.0,8.0,5.0
6287,1,24.0,,Diplomat/Business,1,8.0,7.0,7.0,8.0,6.0,6.0
6288,1,24.0,,Diplomat/Business,0,4.0,8.0,4.0,6.0,6.0,6.0
6289,1,24.0,,Diplomat/Business,1,6.0,8.0,8.0,8.0,8.0,7.0
6291,1,24.0,,Diplomat/Business,0,6.0,8.0,9.0,8.0,8.0,7.0
6294,1,24.0,,Diplomat/Business,1,7.0,7.0,8.0,8.0,7.0,7.0
6295,1,24.0,,Diplomat/Business,0,3.0,2.0,2.5,3.0,3.0,9.0
6296,1,24.0,,Diplomat/Business,0,6.0,7.0,8.0,8.0,7.0,8.0
6297,1,24.0,,Diplomat/Business,0,4.0,6.0,6.0,8.0,7.0,7.0
6298,1,24.0,,Diplomat/Business,0,6.0,7.0,8.0,7.0,9.0,8.0
6299,1,24.0,,Diplomat/Business,0,5.0,5.0,9.0,8.0,7.0,5.0
6300,1,24.0,,Diplomat/Business,0,4.0,3.0,2.0,2.0,2.0,2.0
6301,1,24.0,,Diplomat/Business,1,5.0,8.0,9.0,8.0,8.0,8.0
6302,1,23.0,,research - teaching,0,6.0,6.0,8.0,5.0,9.0,5.0
6303,1,23.0,,research - teaching,1,7.0,9.0,9.0,8.0,7.0,7.0
6304,1,23.0,,research - teaching,1,7.0,7.0,7.0,7.0,7.0,7.0
6305,1,23.0,,research - teaching,0,3.0,6.0,7.0,4.0,7.0,3.0
6306,1,23.0,,research - teaching,0,5.0,6.0,6.0,5.0,6.0,5.0
6307,1,23.0,,research - teaching,1,7.0,9.0,8.0,8.0,7.0,8.0
6308,1,23.0,,research - teaching,1,8.0,8.0,8.0,7.0,7.0,8.0
6309,1,23.0,,research - teaching,0,5.0,7.0,7.0,6.0,5.0,6.0
6310,1,23.0,,research - teaching,0,7.0,6.0,7.0,6.0,6.0,7.0
6311,1,23.0,,research - teaching,0,7.0,6.0,7.0,5.0,5.0,6.0
6312,1,23.0,,research - teaching,1,6.0,8.0,9.0,8.0,8.0,6.0
6314,1,23.0,,research - teaching,0,7.0,8.0,8.0,7.0,6.0,6.0
6315,1,23.0,,research - teaching,0,6.0,8.0,8.0,6.0,8.0,7.0
6316,1,23.0,,research - teaching,0,4.0,8.0,8.0,6.0,7.0,6.0
6317,1,23.0,,research - teaching,0,6.0,9.0,9.0,7.0,8.0,6.0
6318,1,23.0,,research - teaching,0,7.0,6.0,7.0,6.0,5.0,6.0
6319,1,23.0,,research - teaching,0,7.0,8.0,7.0,7.0,7.0,7.0
6320,1,27.0,55080.0,business,1,7.0,7.0,10.0,9.0,10.0,6.0
6321,1,27.0,55080.0,business,0,6.0,10.0,10.0,5.0,8.0,7.0
6322,1,27.0,55080.0,business,0,4.0,3.0,5.0,8.0,8.0,2.0
6323,1,27.0,55080.0,business,0,7.0,5.0,6.0,2.0,10.0,6.0
6324,1,27.0,55080.0,business,0,6.0,10.0,4.0,5.0,6.0,5.0
6325,1,27.0,55080.0,business,0,5.0,4.0,4.0,4.0,5.0,5.0
6326,1,27.0,55080.0,business,1,9.0,10.0,5.0,7.0,3.0,8.0
6327,1,27.0,55080.0,business,0,5.0,10.0,4.0,3.0,3.0,4.0
6328,1,27.0,55080.0,business,0,7.0,5.0,5.0,8.0,2.0,4.0
6329,1,27.0,55080.0,business,0,5.0,2.0,3.0,4.0,5.0,1.0
6330,1,27.0,55080.0,business,1,7.0,5.0,8.0,4.0,10.0,8.0
6331,1,27.0,55080.0,business,0,2.0,1.0,3.0,5.0,10.0,1.0
6332,1,27.0,55080.0,business,1,7.0,8.0,8.0,4.0,5.0,7.0
6333,1,27.0,55080.0,business,0,5.0,10.0,5.0,6.0,6.0,6.0
6334,1,27.0,55080.0,business,0,5.0,9.0,8.0,2.0,5.0,4.0
6335,1,27.0,55080.0,business,0,5.0,10.0,7.0,3.0,5.0,1.0
6336,1,27.0,55080.0,business,0,4.0,6.0,8.0,3.0,6.0,4.0
6337,1,27.0,55080.0,business,0,3.0,4.0,3.0,2.0,3.0,2.0
6338,1,34.0,80006.0,M&A Advisory,0,7.0,10.0,9.0,8.0,8.0,6.0
6339,1,34.0,80006.0,M&A Advisory,0,7.0,9.0,10.0,5.0,9.0,4.0
6340,1,34.0,80006.0,M&A Advisory,0,6.0,7.0,6.0,2.0,5.0,2.0
6341,1,34.0,80006.0,M&A Advisory,1,7.0,10.0,7.0,7.0,5.0,6.0
6342,1,34.0,80006.0,M&A Advisory,1,7.0,7.0,6.0,6.0,6.0,6.0
6343,1,34.0,80006.0,M&A Advisory,0,8.0,9.0,7.0,10.0,5.0,6.0
6344,1,34.0,80006.0,M&A Advisory,0,8.0,10.0,7.0,6.0,5.0,6.0
6345,1,34.0,80006.0,M&A Advisory,0,5.0,10.0,8.0,7.0,6.0,7.0
6346,1,34.0,80006.0,M&A Advisory,1,10.0,10.0,8.0,10.0,6.0,7.0
6347,1,34.0,80006.0,M&A Advisory,0,8.0,5.0,6.0,6.0,7.0,6.0
6348,1,34.0,80006.0,M&A Advisory,1,10.0,10.0,9.0,8.0,7.0,10.0
6349,1,34.0,80006.0,M&A Advisory,0,4.0,7.0,7.0,9.0,4.0,4.0
6350,1,34.0,80006.0,M&A Advisory,0,6.0,7.0,8.0,6.0,6.0,5.0
6351,1,34.0,80006.0,M&A Advisory,0,5.0,10.0,8.0,10.0,7.0,5.0
6352,1,34.0,80006.0,M&A Advisory,0,5.0,10.0,7.0,7.0,4.0,5.0
6353,1,34.0,80006.0,M&A Advisory,0,6.0,9.0,8.0,7.0,4.0,6.0
6354,1,34.0,80006.0,M&A Advisory,0,8.0,10.0,10.0,8.0,9.0,5.0
6355,1,34.0,80006.0,M&A Advisory,0,4.0,9.0,8.0,7.0,9.0,4.0
6356,1,27.0,,millionaire,0,7.0,8.0,9.0,8.0,7.0,5.0
6357,1,27.0,,millionaire,1,8.0,7.0,8.0,8.0,8.0,6.0
6358,1,27.0,,millionaire,1,7.0,8.0,8.0,7.0,6.0,5.0
6359,1,27.0,,millionaire,0,6.0,8.0,8.0,8.0,7.0,5.0
6360,1,27.0,,millionaire,1,8.0,9.0,9.0,8.0,8.0,7.0
6361,1,27.0,,millionaire,1,8.0,8.0,8.0,7.0,8.0,8.0
6362,1,27.0,,millionaire,0,7.0,8.0,8.0,7.0,7.0,6.0
6363,1,27.0,,millionaire,1,8.0,8.0,8.0,9.0,8.0,7.0
6364,1,27.0,,millionaire,1,9.0,8.0,7.0,9.0,9.0,7.0
6365,1,27.0,,millionaire,0,7.0,6.0,5.0,8.0,8.0,7.0
6366,1,27.0,,millionaire,1,8.0,8.0,9.0,9.0,8.0,7.0
6367,1,27.0,,millionaire,0,7.0,6.0,7.0,7.0,8.0,8.0
6368,1,27.0,,millionaire,1,8.0,8.0,8.0,9.0,10.0,6.0
6369,1,27.0,,millionaire,1,8.0,8.0,8.0,8.0,8.0,8.0
6370,1,27.0,,millionaire,0,5.0,8.0,9.0,8.0,8.0,5.0
6371,1,27.0,,millionaire,0,7.0,6.0,6.0,6.0,6.0,6.0
6372,1,27.0,,millionaire,0,7.0,8.0,8.0,9.0,8.0,5.0
6373,1,27.0,,millionaire,0,6.0,8.0,8.0,7.0,8.0,5.0
6374,1,26.0,,Real Estate,0,7.0,7.0,7.0,6.0,8.0,7.0
6375,1,26.0,,Real Estate,0,5.0,7.0,6.0,5.0,5.0,6.0
6376,1,26.0,,Real Estate,0,6.0,6.0,6.0,6.0,6.0,6.0
6377,1,26.0,,Real Estate,0,7.0,6.0,6.0,5.0,6.0,6.0
6378,1,26.0,,Real Estate,0,7.0,7.0,6.0,6.0,6.0,7.0
6379,1,26.0,,Real Estate,0,8.0,8.0,7.0,8.0,8.0,8.0
6380,1,26.0,,Real Estate,0,8.0,8.0,7.0,7.0,6.0,8.0
6381,1,26.0,,Real Estate,0,6.0,8.0,8.0,7.0,7.0,7.0
6382,1,26.0,,Real Estate,0,9.0,8.0,7.0,7.0,6.0,8.0
6383,1,26.0,,Real Estate,0,7.0,7.0,6.0,6.0,6.0,7.0
6384,1,26.0,,Real Estate,1,9.0,8.0,6.0,7.0,6.0,8.0
6385,1,26.0,,Real Estate,0,5.0,6.0,7.0,5.0,6.0,5.0
6386,1,26.0,,Real Estate,0,7.0,6.0,7.0,7.0,6.0,6.0
6387,1,26.0,,Real Estate,0,7.0,7.0,7.0,6.0,7.0,7.0
6388,1,26.0,,Real Estate,0,6.0,8.0,6.0,6.0,6.0,7.0
6389,1,26.0,,Real Estate,0,6.0,8.0,7.0,6.0,6.0,6.0
6390,1,26.0,,Real Estate,0,6.0,7.0,6.0,6.0,6.0,6.0
6391,1,26.0,,Real Estate,0,6.0,7.0,6.0,6.0,6.0,6.0
6392,1,29.0,55080.0,business,1,10.0,10.0,9.0,4.0,9.0,8.0
6393,1,29.0,55080.0,business,1,10.0,10.0,10.0,9.0,9.0,8.0
6394,1,29.0,55080.0,business,1,10.0,9.0,9.0,9.0,9.0,8.0
6395,1,29.0,55080.0,business,1,10.0,10.0,10.0,8.0,9.0,8.0
6396,1,29.0,55080.0,business,1,10.0,10.0,10.0,9.0,9.0,9.0
6397,1,29.0,55080.0,business,1,10.0,10.0,10.0,10.0,10.0,8.0
6398,1,29.0,55080.0,business,1,10.0,10.0,10.0,10.0,10.0,8.0
6399,1,29.0,55080.0,business,1,10.0,10.0,10.0,10.0,10.0,8.0
6400,1,29.0,55080.0,business,1,10.0,10.0,10.0,5.0,8.0,8.0
6401,1,29.0,55080.0,business,1,10.0,10.0,10.0,10.0,10.0,9.0
6402,1,29.0,55080.0,business,1,10.0,10.0,10.0,10.0,10.0,9.0
6403,1,29.0,55080.0,business,1,6.0,6.0,5.0,4.0,3.0,5.0
6404,1,29.0,55080.0,business,1,8.0,6.0,7.0,6.0,7.0,6.0
6405,1,29.0,55080.0,business,1,10.0,10.0,10.0,9.0,10.0,9.0
6406,1,29.0,55080.0,business,1,10.0,10.0,10.0,7.0,7.0,9.0
6407,1,29.0,55080.0,business,1,7.0,8.0,6.0,5.0,6.0,7.0
6408,1,29.0,55080.0,business,1,7.0,8.0,8.0,7.0,8.0,7.0
6409,1,29.0,55080.0,business,1,8.0,8.0,8.0,6.0,8.0,6.0
6410,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6411,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6412,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6413,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6414,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6415,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6416,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6417,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6418,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6419,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6420,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6421,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6422,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6423,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6424,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6425,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6426,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6427,1,31.0,52318.0,Trader,1,5.0,5.0,5.0,5.0,5.0,5.0
6428,0,25.0,62844.0,Clinical Psychologist,1,6.0,7.0,6.0,8.0,7.0,5.0
6429,0,25.0,62844.0,Clinical Psychologist,1,7.0,5.0,7.0,8.0,7.0,5.0
6430,0,25.0,62844.0,Clinical Psychologist,1,6.0,7.0,8.0,7.0,6.0,5.0
6431,0,25.0,62844.0,Clinical Psychologist,0,3.0,5.0,7.0,4.0,8.0,3.0
6432,0,25.0,62844.0,Clinical Psychologist,1,5.0,4.0,7.0,7.0,7.0,4.0
6433,0,25.0,62844.0,Clinical Psychologist,0,5.0,6.0,6.0,5.0,6.0,4.0
6434,0,25.0,62844.0,Clinical Psychologist,1,5.0,7.0,8.0,7.0,8.0,5.0
6435,0,25.0,62844.0,Clinical Psychologist,1,7.0,7.0,6.0,8.0,7.0,5.0
6436,0,29.0,,Clinical Psychologist,1,6.0,7.0,7.0,6.0,8.0,7.0
6437,0,29.0,,Clinical Psychologist,0,6.0,8.0,7.0,4.0,8.0,6.0
6438,0,29.0,,Clinical Psychologist,1,4.0,9.0,9.0,7.0,9.0,7.0
6439,0,29.0,,Clinical Psychologist,0,3.0,6.0,8.0,3.0,8.0,5.0
6440,0,29.0,,Clinical Psychologist,0,3.0,3.0,4.0,3.0,8.0,2.0
6441,0,29.0,,Clinical Psychologist,0,4.0,9.0,7.0,4.0,8.0,5.0
6442,0,29.0,,Clinical Psychologist,1,7.0,8.0,8.0,5.0,8.0,8.0
6443,0,29.0,,Clinical Psychologist,0,8.0,7.0,7.0,5.0,8.0,6.0
6444,0,25.0,52586.0,Lawyer,0,7.0,8.0,8.0,7.0,8.0,7.0
6445,0,25.0,52586.0,Lawyer,0,6.0,8.0,7.0,6.0,5.0,6.0
6446,0,25.0,52586.0,Lawyer,0,7.0,8.0,7.0,5.0,5.0,6.0
6447,0,25.0,52586.0,Lawyer,0,5.0,7.0,7.0,5.0,6.0,7.0
6448,0,25.0,52586.0,Lawyer,0,4.0,6.0,6.0,7.0,5.0,5.0
6449,0,25.0,52586.0,Lawyer,0,4.0,7.0,6.0,4.0,5.0,5.0
6450,0,25.0,52586.0,Lawyer,0,6.0,8.0,9.0,7.0,9.0,8.0
6451,0,25.0,52586.0,Lawyer,0,8.0,7.0,7.0,7.0,8.0,7.0
6452,0,28.0,29236.0,Social Work Policy,1,4.0,7.0,6.0,6.0,5.0,6.0
6453,0,28.0,29236.0,Social Work Policy,0,6.0,6.0,6.0,5.0,8.0,
6454,0,28.0,29236.0,Social Work Policy,0,2.0,7.0,7.0,3.0,6.0,4.0
6455,0,28.0,29236.0,Social Work Policy,0,3.5,5.0,7.5,2.0,8.0,4.0
6456,0,28.0,29236.0,Social Work Policy,0,1.0,3.0,7.0,1.0,9.0,3.0
6457,0,28.0,29236.0,Social Work Policy,1,8.0,8.0,8.0,5.0,5.0,6.0
6458,0,28.0,29236.0,Social Work Policy,1,5.0,7.0,8.0,6.0,9.0,8.0
6459,0,28.0,29236.0,Social Work Policy,1,4.0,7.0,6.0,3.0,9.0,4.0
6460,0,22.0,31486.0,Social Worker,1,10.0,10.0,10.0,9.0,10.0,9.0
6461,0,22.0,31486.0,Social Worker,0,5.0,9.0,8.0,6.0,6.0,3.0
6462,0,22.0,31486.0,Social Worker,1,8.0,9.0,9.0,8.0,9.0,8.0
6463,0,22.0,31486.0,Social Worker,0,4.0,8.0,7.0,6.0,8.0,6.0
6464,0,22.0,31486.0,Social Worker,0,6.0,7.0,9.0,9.0,10.0,7.0
6465,0,22.0,31486.0,Social Worker,0,7.0,7.0,7.0,6.0,6.0,4.0
6466,0,22.0,31486.0,Social Worker,0,6.0,7.0,8.0,8.0,9.0,5.0
6467,0,22.0,31486.0,Social Worker,0,7.0,6.0,7.0,5.0,7.0,6.0
6468,0,25.0,78704.0,Social Worker,1,6.0,9.0,8.0,8.0,9.0,7.0
6472,0,25.0,78704.0,Social Worker,0,2.0,2.0,7.0,2.0,8.0,2.0
6473,0,25.0,78704.0,Social Worker,0,6.0,7.0,8.0,5.0,8.0,5.0
